區域,機關/單位,服務時間及員額,服務內容,聯絡方式與窗口,備註,新增日期
新營區,新東里辦公處,寒暑假、例假日或課餘時間。(每 次各40人),1.一里一日清、登革熱病媒蚊孳清 2.里轄內環境清潔打掃 3.里轄內環境綠美化,聯絡人:朱茂誠 電話:0937-613-131,,2015/11/25
北區,台南市回社慈善會,寒暑假週一至週五14:00-16:30 週六日08:00-12:00 12人(每日各4人),1.整理未兌發票 2.隨同訪貧協助整理環境 3.隨同陪伴訪視老人院 4.遇大型活動協助引導,聯絡人:謝惠玉 聯絡電話:06-3582311,,2015/11/30
永康區,晉生醫療社團法人,"週六、日或例假日-上午 9:00~12:00,下午14:00~17:00;寒 暑假週一~週日上午9:00-12:00; 下午14:00~17:00 員額每梯次30人,每年3梯次,共 60人,依公告時間招募",1.住民活動支援 2.住民推送引導 3.住民陪伴關懷,聯絡人:胡宜中 電話:(06)233-0003 分機 62,"由機構依公告報名時程並提供報 名表予學校,由學生組團後(至 多5人),統一由學校協助完成報 名。機構審核面試通過之團隊得 以參加服務。",2015/11/30
東區,中西里辦公處,寒暑假及例假日週一至週五、週六 至週日之9:00~12:00、13:00- 17:00 每日2至5人,1.公園街道社區打掃 2.文書處理 3.里長(家長)陪同關懷訪視,"聯絡人:郭信成里長,電話: 0909-013-148",,2015/12/1
中西區,朝日行善會,週六、日08:00~17:00(不定期),在資深人員協助帶領下進行捐血活 動引導、發放愛心物資、低收入戶 關懷,聯絡人:王永德 聯絡電話:06-2236168,,2015/12/21
新營區,三仙里辦公處,寒暑假(每日09:00~17:00)及課 餘時間(全年星期六.日 09:00~17:00)(每次各20人),1.一里一日清消滅登革熱孳生源 2.里轄區內及社區環境綠美化 3.里轄區內環境衛生清潔打掃,聯絡人:蕭水樹(里長) 電話:0937-577-091,,2015/12/21
中西區,財團法人台南號角教會,1.時間:寒暑假、例假日或課餘時 間 2.員額: 視各活動服務學習 需求訂定。,1.讀經、詩歌(領)教唱、司琴、兒 童青少年品格、才藝班、夏令營、 冬令營、各類兒童、青少年營會、 讚美操、福音餐會、教外觀摩參觀 以及園遊會、運動會活動之非營利 性質的服務學習。 2.參與活動設計、規劃、佈置、海 報設計、宣傳影片製作、團隊策 畫、活動接洽、道具製作支援。 3.活動中擔任文書處理、維持秩 序、環境清潔整理...等學習服務。 4.讀經、教會活動場地或協助社區 服務、協助老人服務活動(社區清 潔、電話問安、探訪、送餐等),聯絡人:吳庭萱 電話:06-3583848,113/1/23更名(原名為財團法人,2角01651/11靈2/糧24
北區,社團法人台南市玉山原鄉全人關懷協 會,寒暑假、例假日或課餘時間 名額視各活動所需求定之,1.活動進行服務(報到處簽名、來 賓帶位、活動場地桌椅排列及布置 等) 2.球員點名記錄、比賽計分及計 時、場地清潔服務。,聯絡人:買秀珍 電話:06-2519670分機113,,2015/12/30
永康區,財團法人佛頂山朝聖寺慈善基金會,每月第二週日          每月第三 週日          早上8:00~下午 2:00               (6~10人),1.引導信眾就坐。 2.活動當日便當分發服務。 3.幫忙環境整理。 4.幫忙法會活動雜務。,聯絡人:釋覺聖 電話:0937-361379,,2015/12/30
北區,仁愛里辦公處,例假日、寒暑假及課餘時間 08:00~12:00 限額10人,1.協助里內環境清潔 2.協助登革熱巡檢宣導 3.協助里內環境綠美化,聯絡人:吳棟旺里長 電話:0925-526-263,,2016/1/29
北區,小北里辦公處,例假日、寒暑假及課餘 時間08:00~12:00 14:00~17:00 限額20人,1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:謝水泉里長 電話:0961-152-513,107年起里鄰調整,2016/1/29
北區,文成里辦公處,例假日、寒暑假及課餘時間 上午 09:00-12:00 下午2:00-5:00,1.公園街道社區打掃 2.文書處理 3.里長(家長)陪同關懷訪視 4.社區環境整理 5.登革熱巡檢,聯絡人:顏吳珠華里長 電話:0936-320-737,北區區公所108年3月11日南北文 字第1080170499號函,2016/1/29
中西區,協進里辦公處,寒暑假週一至週日(每日5人),社區街道打掃 活動中心圖書環境整理,聯絡人:高文江 電話:0926-214-781,107年起里鄰調整,2016/1/29
仁德區,一甲里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:楊富田里長 電話:0933333229,,2016/1/29
仁德區,二行里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:吳忠慶里長 電話:0937883111,,2016/1/29
仁德區,三甲里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:王永和里長 電話:0910779760,107年起里鄰調整,2016/1/29
仁德區,上崙里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:李月真里長 電話:0935485931,,2016/1/29
仁德區,大甲里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:許和興里長 電話:0975879016,,2016/1/29
仁德區,中生里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:葉清仁里長 電話:0937349929,107年起里鄰調整,2016/1/29
仁德區,中洲里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:張文育里長 電話:0939253268,,2016/1/29
仁德區,仁和里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:張長壽里長 電話:0932804637,,2016/1/29
仁德區,仁義里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:蔡榮安里長 電話:0912765012,,2016/1/29
仁德區,仁德里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:吳中清里長 電話:0929133922,,2016/1/29
仁德區,田厝里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:甘文琳里長 電話:0932874796,107年起里鄰調整,2016/1/29
仁德區,成功里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:鄭晴而里長 電話:0926889841,107年起里鄰調整,2016/1/29
仁德區,保安里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:顏榮城里長 電話:0912131721,,2016/1/29
仁德區,後壁里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:許連發里長 電話:0933666545,107年起里鄰調整,2016/1/29
仁德區,新田里辦公處,例假日、寒暑假及課餘時間(服務 時間:早上8-12時 下午13-17時),1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:王俊傑里長 電話:0936793796,,2016/1/29
安平區,台南市安平區體育會,寒暑假週一至週五上午10時至下午 4時;週六日下午1-5時。員額不限 制。,1.協助本會環境清潔、文書資料等 業務處理。 2.協助本會辦理各項體育活動。 3.協助安平區各體育社團辦理活 動。,聯絡人:侯博仁 電話:06-2977187,,2016/1/29
安平區,西門里辦公處,"週六、日08:00-17:00,35人",里、社區環境清理,聯絡人:謝聰洲 電話:06-3915524;0912763776,107年起里鄰調整,2016/1/29
安平區,金城里辦公處,"週六、日08:00-17:00,35人",里、社區環境清理,聯絡人:黃俊策 電話:06-2218729;0910795227,,2016/1/29
安平區,漁光里辦公處,每週六、日(寒暑假週一至週日) 08:00-17:00 每日各10人,1.協助維護漁光公園 2.協助整理活動中心 3.協助環保志工清掃里轄,聯絡人:林寧峰里長 電話:0931956126,,2016/1/29
安南區,南興里辦公處,"寒暑假週一至週五08:00-12:00, 14:00-17:00 週六、日09:00-12:00,14:00- 17:00;             10人(人數 視需求增減)",1.里內環境清掃 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:南興里里長施柏男 電話:06-2871885、0912760825,,2016/1/29
安南區,城中里辦公處,"寒暑假週一至週五08:00-12:00, 14:00-17:00 週六、日含例假日09:00-12:00, 14:00-17:00;            10人 (人數視需求增減)",1.里內環境清掃 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:城中里里長沈佳祥 電話:06-2577434、0932803095,,2016/1/29
安南區,城東里辦公處,"寒暑假週一至週五08:00-12:00, 13:00-15:00(每日10人) 週六、日含例假日08:00-12:00, 13:00-15:00(每日10人)",1.社區環境整理 2.文書處理 3.里長(家長)陪同關懷訪視,聯絡人:城東里里長郭峻民 電話:0928373984,,2016/1/29
安南區,淵中里辦公處,寒暑假週一至週五07:00-09:00 週六、日含例假日07:00-09:00; 10人(人數視需求增減),1.里內環境清掃 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:淵中里里長吳孟忠 電話:06-2561701、0956706626,,2016/1/29
安南區,淵西里辦公處,"寒暑假週一至週五08:00-12:00, 14:00-17:00 每週六、日07:00-11:00,14:00- 17:00;             (人數視需 求增減)",1.里內環境清潔 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:淵西里里長周竹抱 電話:06-2567840、0932869701,,2016/1/29
安南區,淵東里辦公處,"寒暑假週一至週五07:00-12:00, 13:00-21:00 週六、日含例假日07:00-12:00, 13:00-21:00;             20人 (人數視需求增減)",1.里內環境清掃 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:淵東里里長黃旺根 電話:06-2551529、0921568828,,2016/1/29
安南區,鳳凰里辦公處,寒暑假週一至週五14:00-17:00 週六、日08:00-12:00;     10人 (人數視需求增減),1.里內環境清掃 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:鳳凰里里長王蓉 電話:06-2550389,,2016/1/29
東區,大福里辦公處,"寒暑假週一至週五 08:00-17:00,週六日08:00- 17:00(每日2-5人)",1.公園街道社區打掃 2.文書處理 3.里長(家長)陪同關懷訪視 4.活動協助,聯絡人:陳錦秀 電話:06-2158149,,2016/1/29
東區,和平里辦公處,週六日9:00-17:00 每日2至5人,1.清掃公園 2.文書處理,聯絡人:洪榮俊 電話:0981153766,,2016/1/29
東區,財團法人基督教救世軍台南教會,例假日、寒暑假時間、課餘時間並 配合本學會活動時間。員額以實際 活動需要。,"1.每週課餘時間協助國小學童品格 學習:歡唱詩歌、品格故事、聖經 閱讀課程等。 2.寒暑假兒童品格 營會隊輔職務:團康活動設計、場 地規劃佈置、兒童關懷輔導、交通 引導、美工設計等。 3.不定期假 日戶外參訪活動,擔任兒童輔導 員。 4.環境整潔:協助整理打掃 會所,維護整齊清潔。",聯絡人:翁阿緞 電話:06-2681476,,2016/1/29
東區,崇學里辦公處,週六日9:00-10:00 每日各4人,1.崇學公園打掃 2.里內環境打掃,聯絡人:陳長提(里長) 電話:0935415393,,2016/1/29
東區,裕農里辦公處,"寒暑假週一至週五 08:00-17:00,週六日08:00- 17:00(每日2-5人)",1.公園街道社區打掃 2.文書處理 3.里長(家長)陪同關懷訪視 4.活動協助,聯絡人:陳良濱 電話:06-2352866、0932988678,,2016/1/29
東區,德光里辦公處,"寒暑假週一至週五 08:00-17:00,週六日08:00- 17:00(每日2-5人)",1.公園街道社區打掃 2.文書處理 3.里長(家長)陪同關懷訪視 4.活動協助,聯絡人:曾國全 電話:06-2680280、0939304500,,2016/1/29
東區,龍山里辦公處,寒暑假週一至週五 9:00-12:00;14:00-17:00 週六日9:00-12:00,1.公園街道社區打掃 2.文書處理 3.里長(家長)陪同關懷訪視,聯絡人:許福銘 電話:0917616192,,2016/1/29
將軍區,長榮里辦公處,"每週六、日 (寒暑假周一至周日) 08:00-12:00, 13:00-17:00每日15人",1.巧佈點植栽維護 2.活動中心(含廁所)打掃,聯絡人:謝杉里長 電話:0910885628,依據將軍區公所國108年7月1日 所民字第1080456206號函調整,2016/1/29
將軍區,將軍里辦公處,"例假日、寒暑假課餘時間(服務時 間:早上8-12時,下午13-17時)",1.環保志工 2.登革熱巡檢 3.社區環境整理 4.社區關懷工作,聯絡人:吳儒益里長 電話:0936370819,依據將軍區公所國108年7月1日 所民字第1080456206號函調整,2016/1/29
麻豆區,南勢里辦公處,每週六、日(寒暑週一至週日) 08:00-12:00  13:00-17:00 上下午各5人,1.協助里鄰環境打掃,聯絡人 : 陳天誠里長 電話 : 06-5721697 0932-984812,,2016/1/29
新化區,新化區公所,寒暑假、例假日、課餘時間(服務 時間及員額視活動狀況而定),1.區內環境清掃 2.區內活動協助 3.區內社區服務 4.資料整理,聯絡人:邱惠釧 電話:06-5905356,,2016/1/29
新營區,土庫里辦公處,"寒暑假、例假日或課餘時間(每日 08:00-17:00,每日限10人)",1.一里一日清消滅登革熱孳生源 2.里內環境清掃及環境綠美化。 3.里內活動協助。 4.電腦文書處理。,聯絡人:林旭清(里長) 電話:06-6362540,,2016/1/29
新營區,中營里辦公處,"寒暑假、例假日或課餘時間(每日 08:00-17:00,每日限40人)",1.一里一日清消滅登革熱孳生源 2.里內環境清掃及環境綠美化。 3.里內活動協助。 4.電腦文書處理。,聯絡人:蔡牧謙(里長) 電話:0932846215,,2016/1/29
新營區,五興里辦公處,寒暑假、例假日或課餘時間(每次 各40人),1.里轄內環境清潔打掃。 2.里轄內環境綠美化。 3.登革熱病媒蚊孳清.巡檢。,聯絡人:郭茂松(里長) 電話:0915547330,,2016/1/29
